TauPt,LeadingTrackPt
46.5919036865234,14.2265625
34.0579299850464,18.546875
33.6926040649414,7.26171875
20.9306726570129,11.0078125
56.6561754226685,52.5
29.6606178283691,7.59765625
27.8370151519775,17.71875
23.1525630950928,14.9765625
211.316740631104,78.625
163.585660614014,68.0625
35.7587852478027,24.34375
31.1675085945129,17.84375
29.2239227294922,6.88671875
21.5475082397461,7.6484375
85.6837320709228,84.5625
31.0395615768433,16.640625
21.537558013916,8.5546875
69.8856929779053,38.96875
37.0015473175049,27.890625
26.8382497787476,13.5625
24.0068416595459,8.5625
53.2499813575745,23.53125
26.3065216140747,9.578125
68.0111331558228,65.1875
48.8128547668457,48.8125
44.5982843933105,24.546875
172.984005126953,172.125
38.0364123840332,14.71875
20.1064091911316,8.703125
59.6748085021973,17.859375
56.7070480041504,35
25.2790484046936,14.5
18.6644011917114,4.6640625
59.3166180801392,36.8125
52.8585472106934,32.1875
20.1642204971313,14.8671875
86.8741763305664,87.3125
74.6207109451294,75
32.4364929199219,25.53125
21.6321125030518,14.3671875
156.728062057495,156.75
44.8367749786377,21.234375
29.3244436740875,4.21875
23.1653140144348,20.046875
174.170167922974,173.5
104.86080997467,104.5
90.4558410644531,19.796875
81.762077331543,61.6875
37.7321251869202,37.25
23.9835495471954,5.81640625
53.1369772567749,39.21875
30.5165233612061,12.890625
19.0414389343262,7.81640625
56.4134945526123,50.9375
24.6816073455811,8.25
22.6472342224121,14.5625
64.5736227722168,41.03125
34.1630783081055,18.9375
26.0879573822021,10.703125
19.7806480751038,9.359375
18.3783732452393,7.58984375
68.2686814117432,68.625
35.2163512039185,15.1328125
216.791771972656,185.625
191.873458251953,187.5
32.0238274116516,15.4375
27.335324546814,20.125
62.2230042648315,62.53125
58.3892578811646,24.640625
50.8280747833252,24.34375
37.2299898529053,17.484375
98.188164100647,98.6875
67.5468826293945,30.984375
63.3942388725281,63.15625
50.8980339660645,29.609375
40.2125549316406,11.9921875
159.120965423584,136.375
51.8242505645752,24.375
40.9422589492798,14.609375
24.2218475341797,5.6171875
128.103514404297,92.3125
28.3764135093689,16
27.9638481140137,5.15234375
20.2869061851501,11.8515625
18.6841328659058,10.0390625
67.2456874694824,38.875
27.2680721282959,10.84375
18.8188129272461,8.59375
138.257967819214,101
26.0177413902283,9.546875
20.5489096565247,11.703125
75.7017026138306,8.15625
51.9341575431824,52.1875
22.6404014015198,15.375
103.843166488647,63.09375
69.4546246795654,26.125
49.3417654800415,48.75
25.4462890625,20.15625
19.1573149852753,6.05859375
100.988258361816,48.8125
61.3674440956116,58.8125
56.759220123291,38.125
19.871865562439,11.3515625
87.3327028656006,87.75
44.2378698806763,17.671875
20.540901184082,9.3828125
20.4933773403168,7.62890625
79.271398513794,41.4375
45.8367691574097,16.40625
61.0093168830872,41.4375
55.7793812561035,39.4375
34.3824285354614,20.65625
57.8421630020141,41.6875
27.1352194099426,14.8359375
95.6157332229614,93.5
67.063217956543,30.03125
50.554547000885,41.1875
44.0942306518555,18.203125
24.4140508880615,12.5390625
18.5738735198975,10.4453125
90.5735711975098,90.125
51.8011099243164,28.609375
39.5471469726562,33.125
26.6470141296387,23.109375
85.7387989807129,84.9375
23.9439485893249,10.0390625
64.9974382400513,65.3125
61.4425828552246,31.171875
30.2979145050049,14.4765625
29.9165171394348,14.53125
69.5612251281738,47.5
25.1774003601074,14.9765625
24.3954563140869,10.296875
77.3469480895996,77.75
30.0459819221497,17
24.5240879058838,3.833984375
23.2125988235474,14.0859375
86.1165546417236,86.5625
28.6800673141479,18
134.683838272095,135.375
61.5381143188477,61.84375
31.3172951602936,29.8125
23.6032822914124,9.1171875
118.578672561646,118.125
90.0759054412842,50.21875
80.6909928588867,59.9375
52.6772652206421,33.1875
29.445858001709,10.6328125
24.3594171028137,8.90625
67.6668471221924,42.34375
60.2381796875,24.703125
30.556490158081,13.6015625
20.5965583934784,0.72216796875
85.4539789276123,41.0625
34.2270602035522,34.40625
116.061700080872,72.25
29.1390626220703,11.4140625
70.9737617492676,71.3125
55.4931831359863,30.90625
52.4752201843262,30.703125
28.803840637207,13.0546875
53.4045859909058,50.96875
24.1240829315186,13.2421875
21.4201067924499,18.21875
88.2887825393677,88.75
21.8265606994629,6.80078125
19.6869792938232,3.205078125
