TauPt,LeadingTrackPt
20.3041561546326,13.53125
18.9967406578064,7.54296875
265.993255615234,120.5625
201.626985107422,165.5
59.8614247741699,45.40625
22.3128700256348,4.03515625
21.847892036438,12.140625
19.7174194908142,12.234375
109.401394775391,58.125
106.776670532227,65.75
103.1513491745,47.03125
91.5768051147461,62.1875
81.5864093399048,79.5
41.37614610672,8.2734375
38.8837591934204,35.875
232.061447723389,113.75
31.875228427887,14.3515625
47.7037779922485,30.140625
24.2931935024261,23.484375
110.481338287354,66
28.1081523895264,5.7265625
25.4851303100586,8.3359375
63.3244615287781,50.34375
59.1997985839844,24.671875
67.4084930419922,19.96875
48.0539471969605,42
29.724852771759,13.5546875
23.9843521118164,5.44921875
60.3008396530151,56.59375
18.2540603942871,14.7734375
71.3946699523926,37.03125
66.018635635376,66.375
37.9356066894531,18.21875
95.4246092376709,49.21875
27.558406829834,18.609375
21.5181839637756,8.265625
60.5980774841309,47.1875
36.5952724075317,25.65625
100.147924758911,81.0625
49.1864433288574,28.28125
31.6593661651611,13.515625
24.9339170761108,13.9765625
88.0940074615479,46.78125
37.8442993164062,11.4921875
97.0986986160278,97.5625
27.5302526607513,3.50390625
98.1991291351318,46.59375
31.9294452667236,20.390625
30.4994163513184,14.5625
68.3030395507813,68.3125
20.1692116584778,15.96875
19.2832069396973,7.92578125
105.453620292664,87.75
89.3209756317139,53.875
40.4959400863647,29.515625
47.8001387214661,48.03125
23.4425910758972,13.125
18.2713046112061,9.625
94.4357632446289,37.03125
71.5768737792969,25.5
62.3266931152344,62.625
57.5194039001465,34.5625
65.2409251556396,42.96875
19.7046642303467,12.7421875
275.795542602539,156.125
122.235938354492,61.46875
61.9167357254028,42.96875
35.0840926589966,18.859375
97.3628892211914,68.1875
88.8190194549561,34.15625
67.4869334411621,39.9375
18.2467060089111,9.7421875
79.5956954956055,50.09375
45.9620016288757,31.328125
22.5219466514587,13.3671875
100.224013916016,55.53125
48.0850109176636,36.03125
60.1390625305176,24.078125
54.0300870056152,31.671875
63.170384147644,50.21875
19.6255098457336,9.1328125
90.9310422821045,71.375
59.1109845085144,34.4375
22.3517228736877,10.5859375
21.3443470993042,9.2890625
93.1922243804932,57.15625
80.2092190246582,33.96875
42.8485145568848,11.9609375
66.3546037445068,54.6875
187.199185684204,79.5
54.0730142364502,47.3125
326.161749664307,66.4375
96.1567764282227,38.875
174.428881103516,108.625
104.712188720703,4.6328125
31.1205135231018,17.921875
78.6849770812988,35.875
28.7746320762634,11.8828125
72.5467681884766,59.28125
20.0087028694153,13.921875
20.0884396972656,9.5390625
84.6980133056641,52.9375
39.0541057548523,19.375
18.6033209915161,11.1953125
51.6370186080933,47.34375
19.1304977798462,8.28125
115.833817352295,50.3125
89.7924225540161,46
