Weights
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
-1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
1340.6885000000002
-1340.6885000000002
1340.6885000000002
