Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2
173692,2573995920,G,15.1946,9.96879,-9.27211,-6.74665,13.6143,-0.477234,-0.749205,1,G,10.5873,6.80585,-6.9889100000000015,-4.11292,9.75522,-0.410026,-0.798668,-1
173692,2574402301,G,32.1295,-14.3952,-5.11807,28.2645,15.2779,1.37448,-2.79999,1,G,24.7023,-11.0244,-3.06357,21.8922,11.4421,1.40418,-2.87054,-1
173692,2575512569,G,7.1908600000000025,-3.1000400000000004,6.4867300000000006,0.0971912,7.18942,0.0135182,2.01661,1,G,11.0844,-5.82691,9.41038,0.586551,11.0683,0.0529688,2.12521,-1
173692,2576183043,G,5.2157800000000005,-3.4168199999999995,-0.8229639999999999,3.85245,3.51453,0.947754,-2.90524,1,G,24.3631,-17.4623,-4.50398,16.3808,18.0338,0.81505,-2.88917,-1
173692,2577790766,G,18.4013,-10.4679,-14.3782,-4.72082,17.7851,-0.262415,-2.2000900000000003,1,G,28.7225,-15.7142,-22.5363,-8.37553,27.474,-0.300318,-2.1797,-1
173692,2576872177,G,27.4219,-1.91132,6.52353,-26.5658,6.79777,-2.07216,1.85581,1,T,11.9544,-0.262452,3.20186,-11.5141,3.2126,-1.98856,1.65258,-1
173692,2578184994,G,8.19232,-1.97853,-3.24105,7.258380000000002,3.79723,1.40334,-2.1188700000000003,1,G,12.5771,-2.8991,-6.0807699999999985,10.6203,6.736510000000001,1.23648,-2.01568,-1
173692,2578555909,G,28.7861,-28.3085,2.96451,4.29743,28.4633,0.15041400000000002,3.03725,1,G,12.0091,-11.6799,1.68023,2.22841,11.8001,0.187742,2.99872,-1
173692,2579731136,G,31.2605,4.57635,12.5893,-28.2449,13.3953,-1.49116,1.22214,-1,G,50.4413,8.56455,20.0009,-45.5075,18.6099,-1.48385,1.16726,1
173692,2579570613,G,21.9581,-6.17432,-6.7035800000000005,-19.9771,9.11374,-1.52634,-2.3151200000000003,1,G,36.8781,-9.13625,-11.5284,-33.8172,14.7097,-1.56987,-2.24095,-1
173692,2580804473,G,22.632,-10.2966,-3.90926,19.771,11.0137,1.34807,-2.77874,1,G,28.9406,-13.9706,-5.40152,24.7627,14.9785,1.27686,-2.77266,-1
173692,2580457266,G,34.6764,-22.2112,1.45671,26.5891,22.2589,1.01247,3.0761,-1,G,15.5557,-10.2989,1.0326,11.6118,10.3505,0.964974,3.04166,1
173692,2582191129,G,14.4541,13.6099,4.5836,-1.63373,14.361,-0.113517,0.324853,1,G,8.31194,7.5354,3.3288300000000004,-1.10177,8.237919999999999,-0.133348,0.41598,-1
173692,2583277441,G,32.5018,24.0759,15.9955,14.861,28.9051,0.493814,0.5864159999999999,1,G,11.4888,8.39438,6.08846,4.94425,10.3699,0.460355,0.627506,-1
173692,2583221287,G,17.5658,-11.5418,-7.15873,11.1393,13.5816,0.7483449999999999,-2.58642,1,G,21.5788,-13.2617,-9.45587,14.1543,16.2876,0.785662,-2.52218,-1
173692,2583970164,G,6.18361,-4.1634699999999984,-2.88825,-3.5425,5.0672,-0.651933,-2.5351,1,G,19.8467,-12.6216,-8.28406,-12.8821,15.0974,-0.773724,-2.56077,-1
173692,2583753198,G,8.865219999999997,-5.45057,-6.9537,0.719913,8.8353,0.08139149999999999,-2.2356,1,G,8.0055,-4.2546800000000005,-6.645389999999999,1.3466,7.89073,0.16983800000000002,-2.14028,-1
173692,2585369958,G,21.7904,7.17315,11.8955,16.7885,13.8909,1.02147,1.02816,1,G,16.479,4.62977,8.92705,13.0545,10.0562,1.07733,1.09236,-1
173692,2585182247,G,50.6213,31.3065,-2.33877,-39.7106,31.3937,-1.0568799999999998,-0.07456710000000001,-1,G,16.5067,9.85849,-1.0539,-13.197,9.91466,-1.09725,-0.106499,1
173692,2585058097,G,15.3113,14.6532,4.25907,-1.25217,15.2596,-0.08196569999999999,0.282864,1,G,9.44608,8.85165,3.2741,-0.381892,9.43776,-0.0404532,0.354279,-1
173692,2585263371,G,14.0133,-1.86817,6.21401,-12.42,6.48875,-1.40454,1.86284,1,G,13.2873,-1.7527400000000002,4.98352,-12.1915,5.28276,-1.57338,1.90899,-1
