Weights
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
505.746
